weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1690407807,-10800,3860259,Córdoba,200,-64.1811,-31.4135,289.22,287.77,287.59,289.68,995,34,2.57,130,0,2,2036678,AR,1690369725,1690407448
