weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000,1690407893,-14400,5128581,New York,200,-74.006,40.7143,303.16,305.05,300.34,306.19,1018,55,6.69,170,0,2,2008101,US,1690364802,1690417086
